url,name,meta,str,dex,con,int,wis,cha,img,attributes,tidbits,descriptions
https://www.dndbeyond.com/monsters/16889-giant-owl,Giant Owl,"Large Beast, Neutral",13 (+1),15 (+2),12 (+1),8 (-1),13 (+1),10 (+0),https://www.dndbeyond.com/avatars/thumbnails/16/535/1000/1000/636376331788287090.jpeg,"Armor Class:12;Hit Points:19 (3d10 + 3);Speed:5 ft., fly 60 ft.","Skills: Perception +5, Stealth +4;Senses: Darkvision 120 ft.,  Passive Perception 15;Languages: Giant Owl , understands Common, Elvish, and Sylvan but can’t speak them;Challenge: 1/4 (50 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Flyby.</strong></em> The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.</p>
<p><em><strong>Keen Hearing and Sight.</strong></em> The owl has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on hearing or sight.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Talons.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+3"" data-rollaction=""Talons"" data-rolltype=""to hit"">+3</span> to hit, reach 5 ft., one target. <em>Hit:</em> 8 <span data-dicenotation=""2d6+1"" data-rollaction=""Talons"" data-rolldamagetype=""slashing"" data-rolltype=""damage"">(2d6 + 1)</span> slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16900-giant-wolf-spider,Giant Wolf Spider,"Medium Beast, Unaligned",12 (+1),16 (+3),13 (+1),3 (-4),12 (+1),4 (-3),//www.dndbeyond.com/attachments/2/648/beast.jpg,"Armor Class:13;Hit Points:11 (2d8 + 2);Speed:40 ft., climb 40 ft.","Skills: Perception +3, Stealth +7;Senses: Blindsight 10 ft., Darkvision 60 ft.,  Passive Perception 13;Languages: --;Challenge: 1/4 (50 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Spider Climb.</strong></em> The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.</p>
<p><em><strong>Web Sense.</strong></em> While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.</p>
<p><em><strong>Web Walker.</strong></em> The spider ignores movement restrictions caused by webbing.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+3"" data-rollaction=""Bite"" data-rolltype=""to hit"">+3</span> to hit, reach 5 ft., one creature. <em>Hit:</em> 4 <span data-dicenotation=""1d6+1"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d6 + 1)</span> piercing damage, and the target must make a DC 11 Constitution saving throw, taking 7 <span data-dicenotation=""2d6"" data-rollaction=""Bite"" data-rolldamagetype=""poison"" data-rolltype=""damage"">(2d6)</span> poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/11-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Poisoned"">poisoned</a> for 1 hour, even after regaining hit points, and is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/9-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Paralyzed"">paralyzed</a> while <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/11-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Poisoned"">poisoned</a> in this way.</p>
</div>"
https://www.dndbeyond.com/monsters/16944-lion,Lion,"Large Beast, Unaligned",17 (+3),15 (+2),13 (+1),3 (-4),12 (+1),8 (-1),//www.dndbeyond.com/attachments/2/648/beast.jpg,Armor Class:12;Hit Points:26 (4d10 + 4);Speed:50 ft.,"Skills: Perception +3, Stealth +6;Senses: Passive Perception 13;Languages: --;Challenge: 1 (200 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Keen Smell.</strong></em> The lion has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on smell.</p>
<p><em><strong>Pack Tactics.</strong></em> The lion has advantage on an attack roll against a creature if at least one of the lion’s allies is within 5 feet of the creature and the ally isn’t incapacitated.</p>
<p><em><strong>Pounce.</strong></em> If the lion moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>. If the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>, the lion can make one bite attack against it as a bonus action.</p>
<p><em><strong>Running Leap.</strong> </em>With a 10-foot running start, the lion can long jump up to 25 feet.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Bite"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 7 <span data-dicenotation=""1d8+3"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d8 + 3)</span> piercing damage.</p>
<p><em><strong>Claw.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Claw"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 6 <span data-dicenotation=""1d6+3"" data-rollaction=""Claw"" data-rolldamagetype=""slashing"" data-rolltype=""damage"">(1d6 + 3)</span> slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/17036-tiger,Tiger,"Large Beast, Unaligned",17 (+3),15 (+2),14 (+2),3 (-4),12 (+1),8 (-1),//www.dndbeyond.com/attachments/2/648/beast.jpg,Armor Class:12;Hit Points:37 (5d10 + 10);Speed:40 ft.,"Skills: Perception +3, Stealth +6;Senses: Darkvision 60 ft.,  Passive Perception 13;Languages: --;Challenge: 1 (200 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Keen Smell.</strong></em> The tiger has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on smell.</p>
<p><em><strong>Pounce.</strong></em> If the tiger moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>. If the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>, the tiger can make one bite attack against it as a bonus action.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Bite"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 8 <span data-dicenotation=""1d10+3"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d10 + 3)</span> piercing damage.</p>
<p><em><strong>Claw.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Claw"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 7 <span data-dicenotation=""1d8+3"" data-rollaction=""Claw"" data-rolldamagetype=""slashing"" data-rolltype=""damage"">(1d8 + 3)</span> slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16976-panther,Panther,"Medium Beast, Unaligned",14 (+2),15 (+2),10 (+0),3 (-4),14 (+2),7 (-2),//www.dndbeyond.com/attachments/2/648/beast.jpg,"Armor Class:12;Hit Points:13 (3d8);Speed:50 ft., climb 40 ft.","Skills: Perception +4, Stealth +6;Senses: Passive Perception 14;Languages: --;Challenge: 1/4 (50 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Keen Smell.</strong></em> The panther has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on smell.</p>
<p><em><strong>Pounce.</strong></em> If the panther moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>. If the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>, the panther can make one bite attack against it as a bonus action.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+4"" data-rollaction=""Bite"" data-rolltype=""to hit"">+4</span> to hit, reach 5 ft., one target. <em>Hit:</em> 5 <span data-dicenotation=""1d6+2"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d6 + 2)</span> piercing damage.</p>
<p><em><strong>Claw.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+4"" data-rollaction=""Claw"" data-rolltype=""to hit"">+4</span> to hit, reach 5 ft., one target. <em>Hit:</em> 4 <span data-dicenotation=""1d4+2"" data-rollaction=""Claw"" data-rolldamagetype=""slashing"" data-rolltype=""damage"">(1d4 + 2)</span> slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16881-giant-eagle,Giant Eagle,"Large Beast, Neutral Good",16 (+3),17 (+3),13 (+1),8 (-1),14 (+2),10 (+0),https://www.dndbeyond.com/avatars/thumbnails/30849/296/1000/1000/638064498953526929.png,"Armor Class:13;Hit Points:26 (4d10 + 4);Speed:10 ft., fly 80 ft.","Skills: Perception +4;Senses: Passive Perception 14;Languages: Giant Eagle , understands Common and Auran but can't speak them;Challenge: 1 (200 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Keen Sight.</strong></em> The eagle has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on sight.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Multiattack.</strong></em> The eagle makes two attacks: one with its beak and one with its talons.</p>
<p><em><strong>Beak.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Beak"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 6 <span data-dicenotation=""1d6+3"" data-rollaction=""Beak"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d6 + 3)</span> piercing damage.</p>
<p><em><strong>Talons.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Talons"" data-rolltype=""to hit"">+5</span> to hit, reach 5 ft., one target. <em>Hit:</em> 10 <span data-dicenotation=""2d6+3"" data-rollaction=""Talons"" data-rolldamagetype=""slashing"" data-rolltype=""damage"">(2d6 + 3)</span> slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16974-owl,Owl,"Tiny Beast, Unaligned",3 (-4),13 (+1),8 (-1),2 (-4),12 (+1),7 (-2),https://www.dndbeyond.com/avatars/thumbnails/16/533/1000/1000/636376331660233857.jpeg,"Armor Class:11;Hit Points:1 (1d4 - 1);Speed:5 ft., fly 60 ft.","Skills: Perception +3, Stealth +3;Senses: Darkvision 120 ft.,  Passive Perception 13;Languages: --;Challenge: 0 (10 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Flyby.</strong></em> The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.</p>
<p><em><strong>Keen Hearing and Sight.</strong></em> The owl has advantage on Wisdom (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/14-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Perception"">Perception</a>) checks that rely on hearing or sight.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Talons.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+3"" data-rollaction=""Talons"" data-rolltype=""to hit"">+3</span> to hit, reach 5 ft., one target. <em>Hit:</em> 1 slashing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16888-giant-octopus,Giant Octopus,"Large Beast, Unaligned",17 (+3),13 (+1),13 (+1),4 (-3),10 (+0),4 (-3),https://www.dndbeyond.com/avatars/thumbnails/9/898/1000/1000/636334288003435302.jpeg,"Armor Class:11;Hit Points:52 (8d10 + 8);Speed:10 ft., swim 60 ft.","Skills: Perception +4, Stealth +5;Senses: Darkvision 60 ft.,  Passive Perception 14;Languages: --;Challenge: 1 (200 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Hold Breath.</strong></em> While out of water, the octopus can hold its breath for 1 hour.</p>
<p><em><strong>Underwater Camouflage.</strong></em> The octopus has advantage on Dexterity (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/5-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Stealth"">Stealth</a>) checks made while underwater.</p>
<p><em><strong>Water Breathing.</strong></em> The octopus can breathe only underwater.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Tentacles.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+5"" data-rollaction=""Tentacles"" data-rolltype=""to hit"">+5</span> to hit, reach 15 ft., one target. <em>Hit:</em> 10 <span data-dicenotation=""2d6+3"" data-rollaction=""Tentacles"" data-rolldamagetype=""bludgeoning"" data-rolltype=""damage"">(2d6 + 3)</span> bludgeoning damage. If the target is a creature, it is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/6-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Grappled"">grappled</a> (escape DC 16). Until this grapple ends, the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/13-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Restrained"">restrained</a>, and the octopus can't use its tentacles on another target.</p>
<p><em><strong>Ink Cloud (Recharges after a Short or Long Rest).</strong></em> A 20-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is <a class=""tooltip-hover rule-tooltip"" data-tooltip-href=""//www.dndbeyond.com/rules/90-tooltip?disable-webm=1&amp;disable-webm=1"" href=""https://www.dndbeyond.com/sources/basic-rules/adventuring#VisionandLight"">heavily obscured</a> for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the <a class=""tooltip-hover action-tooltip"" data-tooltip-href=""//www.dndbeyond.com/actions/4-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/combat#Dash"">Dash</a> action as a bonus action.</p>
</div>"
https://www.dndbeyond.com/monsters/16968-octopus,Octopus,"Small Beast, Unaligned",4 (-3),15 (+2),11 (+0),3 (-4),10 (+0),4 (-3),https://www.dndbeyond.com/avatars/thumbnails/9/921/1000/1000/636334602449110996.jpeg,"Armor Class:12;Hit Points:3 (1d6);Speed:5 ft., swim 30 ft.","Skills: Perception +2, Stealth +4;Senses: Darkvision 30 ft.,  Passive Perception 12;Languages: --;Challenge: 0 (10 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Hold Breath.</strong></em> While out of water, the octopus can hold its breath for 30 minutes.</p>
<p><em><strong>Underwater Camouflage.</strong></em> The octopus has advantage on Dexterity (<a class=""tooltip-hover skill-tooltip"" data-tooltip-href=""//www.dndbeyond.com/skills/5-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/using-ability-scores#Stealth"">Stealth</a>) checks made while underwater.</p>
<p><em><strong>Water Breathing.</strong></em> The octopus can breathe only underwater.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Tentacles.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+4"" data-rollaction=""Tentacles"" data-rolltype=""to hit"">+4</span> to hit, reach 5 ft., one target. <em>Hit:</em> 1 bludgeoning damage, and the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/6-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Grappled"">grappled</a> (escape DC 10). Until this grapple ends, the octopus can't use its tentacles on another target.</p>
<p><em><strong>Ink Cloud (Recharges after a Short or Long Rest).</strong></em> A 5-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is <a class=""tooltip-hover rule-tooltip"" data-tooltip-href=""//www.dndbeyond.com/rules/90-tooltip?disable-webm=1&amp;disable-webm=1"" href=""https://www.dndbeyond.com/sources/basic-rules/adventuring#VisionandLight"">heavily obscured</a> for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the <a class=""tooltip-hover action-tooltip"" data-tooltip-href=""//www.dndbeyond.com/actions/4-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/combat#Dash"">Dash</a> action as a bonus action.</p>
</div>"
https://www.dndbeyond.com/monsters/16928-hunter-shark,Hunter Shark,"Large Beast, Unaligned",18 (+4),13 (+1),15 (+2),1 (-5),10 (+0),4 (-3),//www.dndbeyond.com/attachments/2/648/beast.jpg,"Armor Class:12 (natural armor);Hit Points:45 (6d10 + 12);Speed:0 ft., swim 40 ft.","Skills: Perception +2;Senses: Blindsight 30 ft.,  Passive Perception 12;Languages: --;Challenge: 2 (450 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Blood Frenzy.</strong></em> The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.</p>
<p><em><strong>Water Breathing.</strong></em> The shark can breathe only underwater.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+6"" data-rollaction=""Bite"" data-rolltype=""to hit"">+6</span> to hit, reach 5 ft., one target. <em>Hit:</em> 13 <span data-dicenotation=""2d8+4"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(2d8 + 4)</span> piercing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16994-reef-shark,Reef Shark,"Medium Beast, Unaligned",14 (+2),13 (+1),13 (+1),1 (-5),10 (+0),4 (-3),//www.dndbeyond.com/attachments/2/648/beast.jpg,"Armor Class:12 (natural armor);Hit Points:22 (4d8 + 4);Speed:0 ft., swim 40 ft.","Skills: Perception +2;Senses: Blindsight 30 ft.,  Passive Perception 12;Languages: --;Challenge: 1/2 (100 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Pack Tactics.</strong></em> The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 feet of the creature and the ally isn't <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/7-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Incapacitated"">incapacitated</a>.</p>
<p><em><strong>Water Breathing.</strong></em> The shark can breathe only underwater.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+4"" data-rollaction=""Bite"" data-rolltype=""to hit"">+4</span> to hit, reach 5 ft., one target. <em>Hit:</em> 6 <span data-dicenotation=""1d8+2"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d8 + 2)</span> piercing damage.</p>
</div>"
https://www.dndbeyond.com/monsters/16896-giant-toad,Giant Toad,"Large Beast, Unaligned",15 (+2),13 (+1),13 (+1),2 (-4),10 (+0),3 (-4),//www.dndbeyond.com/attachments/2/648/beast.jpg,"Armor Class:11;Hit Points:39 (6d10 + 6);Speed:20 ft., swim 40 ft.","Senses: Darkvision 30 ft.,  Passive Perception 10;Languages: --;Challenge: 1 (200 XP);Proficiency Bonus: +2","<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Amphibious.</strong></em> The toad can breathe air and water.</p>
<p><em><strong>Standing Leap.</strong></em> The toad's long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start.</p>
</div>;;;<div class=""mon-stat-block__description-block-content"">
<p><em><strong>Bite.</strong> Melee Weapon Attack:</em> <span data-dicenotation=""1d20+4"" data-rollaction=""Bite"" data-rolltype=""to hit"">+4</span> to hit, reach 5 ft., one target. <em>Hit:</em> 7 <span data-dicenotation=""1d10+2"" data-rollaction=""Bite"" data-rolldamagetype=""piercing"" data-rolltype=""damage"">(1d10 + 2)</span> piercing damage plus 5 <span data-dicenotation=""1d10"" data-rollaction=""Bite"" data-rolldamagetype=""poison"" data-rolltype=""damage"">(1d10)</span> poison damage, and the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/6-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Grappled"">grappled</a> (escape DC 13). Until this grapple ends, the target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/13-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Restrained"">restrained</a>, and the toad can't bite another target.</p>
<p><em><strong>Swallow.</strong></em> The toad makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowed target is <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/1-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Blinded"">blinded</a> and <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/13-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Restrained"">restrained</a>, it has total cover against attacks and other effects outside the toad, and it takes 10 <span data-dicenotation=""3d6"" data-rollaction=""Swallow"" data-rolldamagetype=""acid"" data-rolltype=""damage"">(3d6)</span> acid damage at the start of each of the toad's turns. The toad can have only one target swallowed at a time. If the toad dies, a swallowed creature is no longer <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/13-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Restrained"">restrained</a> by it and can escape from the corpse using 5 feet of movement, exiting <a class=""tooltip-hover condition-tooltip"" data-tooltip-href=""//www.dndbeyond.com/conditions/12-tooltip?disable-webm=1&amp;disable-webm=1"" href=""/compendium/rules/basic-rules/appendix-a-conditions#Prone"">prone</a>.</p>
</div>"
